"seg_id","year_","district","cosite","roadway","desc_frm","desc_to","aadt","aadtflg","kflg","k100flg","dflg","tflg","countydot","county","mng_dist","begin_post","end_post","kfctr","k100fctr","dfctr","tfctr","shape_leng","geom"
2927,2019,"5","790321","79120000","CR-4145/HOWLAND BLVD","FT SMITH BLVD",8600,"C","F","F","F","A","79","Volusia","5",6.209,6.616,9,0,59,9.8,654.9234,"01020000000C000000CFA44DA59E7122411C08C9266F2B3941B4739AEDBD712241A019C41F8D2B3941630800861672224115C95702E22B39419279E4478F72224194BDA5B4412C394183A3E4B5B3732241E3530060182D3941DF37BE2E3D772241D2393F51C12F39413107410F337822412310AFBB72303941CBBDC0FCF0782241D74B53E0EF303941685C38F8E07922410C91D3377D313941CE34613BC27A22411D8EAE96EE3139410AF4899C5D7B2241B6813BCC3B32394187F887ED5F7B22416C787AE13C323941"
5478,2019,"5","798227","79900005","N/A","N/A",1400,"S","F","F","F","2","79","Volusia","5",0,0.506,9,0,59,5.1,814.0495,"01020000000B00000041B96D0F9FDD24416FD6E0BD1FE83941DD42573290DD24410090137E71E8394151853FD38BDD24415B09DD5987E8394135B7429871DD24410DC4B2C59CE83941397B67F44BDD2441A96BEDAD26E93941069E7B6FECDC244166BE83B3ABEA394118231255D9DC2441B5899397DAEA3941847EA6A6AFDC2441AB798E741DEB39414145D5B7ACDA2441EE7BD4EB10EE3941AA7CCF4086D82441098CF5B929F139411023840FDBD724419A5E62201BF23941"
2832,2019,"5","790004","79090000","GLENWOOD RD","N SPRING GARDEN AVE",6700,"C","F","F","F","A","79","Volusia","5",0.153,2.376,9,0,59,4.3,3572.181,"01020000001F00000053094FB8E00D2141787E51962F493A4118096DB1E00D2141CCD424A430493A418315A762CF0D2141A9BF5ED15C493A413D44A3A37D0D2141581CCEC41C573A41B760A936800D2141AE484C9047583A410C76C34EB60D2141D3A068D235593A4144F98206FE0D2141C66D345CFA593A4163B48EDA500E2141185E499AAC5A3A41B262B8CAD60E2141C8D0B1877E5B3A4170B1A23EC70F2141D464C6BF8A5C3A412FDD24AE8C1021417D224F764F5D3A412DEDD40C651121417BA356C0FA5D3A4119FF3E535C122141239EEC069D5E3A41136404DC9013214190DC9A8C4B5F3A417094BC3AF0142141F0694E7EF95F3A416E4DBA4582162141DF701F699E603A4196067E84A51A2141F790F07919623A41BADBF53AEA1B2141569FABF5A4623A4160EAE7D5521D214144BE4BB953633A41BBECD77D951E214150FC18DF09643A41DD989E88BF1F21417A8D5D5AD5643A41349E08C2B820214115C440EFA4653A415C5A0D49662121417651F4E052663A41E4326E1ADF2121410D005598CF663A416D3CD81A6722214134D5937582673A41B66AD7C4ED2221416EDBF77483683A41371614A63A232141569C6AAD51693A41620FED2B82232141B7459969396A3A418C648F90AD2421414F030619376F3A415987A38B81252141A857CAC24D723A419C189263AB252141BEFA780803733A41"
2836,2019,"5","790530","79100000","N/A","RIMA RIDGE RD",6900,"C","F","F","F","A","79","Volusia","5",6.411,21.19,9.5,0,59,12.1,23780.0717,"01020000005800000082FE420FB4D81F417E8B4EE2E8EC3A410B410E8A92D91F41334E435C26ED3A4115FE0CFF38E61F41FC56EB54A6F03A41637D039328E91F41944BE39B49F13A41CA8976C5F9EB1F419D685781C5F13A4124438E3DA5EF1F416B459BA73BF23A4106DA1DD2FDF21F41C6E1CC2387F23A41F836FDB992F51F41AB048B0FACF23A41E1B6B6B0581720418B8BA30E26F53A4121AD31A8C0182041179F02304EF53A41E90B21D7561A20413C2EAA358CF53A41251FBB73FE6A2041DEC6668F2D053B41BADDCB7D106D204173F6CED087053B413672DD04966E204104560EDDB9053B41685A6215E16F20415B24ED1ED4053B4148C3299B36722041402FDC31EF053B41321EA51A098820414913EF306F063B41AE29907988892041BB2539247D063B41B5E1B014C98A20412FC2140999063B41F209D939E78B20413106D651BC063B413CA1D7A7F08C204118416316EB063B4124EF1C920D8E20418DD0CF8424073B4104E44BF88D8F2041B1355B5D8E073B4115AA9B134B922041F9D85DC47E083B41B493C1D9F1B62041D8648DAA48153B41F7CDFDADEFD02041A1A17F3E5E1E3B41F1811D8FFBD8204121AF07872C213B416F46CDC794DA2041B7989F6BA8213B411FF46C76C0DB204166BB429FF0213B4168E6C9AD99DD20416CD102643F223B41C3D32B4DABDF20418BC22E4272223B415E807D44CCE42041F511F84FCC223B418BFF3B1239122141706072ABEB253B4114765184831421413A7826CC18263B418BE07FBB8416214104E3E0F24E263B41AFCE3120B51821417B4FE50C93263B41D86322F529752141C3482FE680333B41656F292F83902141CAE2FE8F54373B4151A4FB01BD922141CE1B27A998373B41E8A562CB1C942141ECF659A9B8373B41BA14578DA39521410A2E56E4C9373B41E2E47EB73A97214143705CEAD2373B415D37A5FC6D9921410AA2EEF7C4373B41C269C17BFEA82141A3AF207DB9363B41139CFAE06EAA2141A148F7DFA0363B419BFEECAFCFAB214167B5C01A92363B41B5C2F48559AD2141118B189E86363B41ABAE43ED79AE21419F55665683363B41D0285D32D5AF214111C4798482363B41B1DEA8F53FBE2141A148F7DFA0363B4188D8600132BF214185ECBC55A3363B410D54C63F5CC021414D11E0ECB2363B41AF7D014585C121416B60AB00CE363B41D34F3883D7C22141191C2597FD363B41DBC188DD14C421415C1E6B363B373B41BB44F5DE84C52141BCCD1BB794373B416B0DA5DEACC6214180B56AB7F1373B4129266FE0D5C721416E14593764383B418F6D196860D32141A3409F70703D3B41346612C5F0DB21416D57E86731413B4106137FDC9DDF2141166BB8E8CD423B41751DAAE1EFE22141D960E17C3D443B411973D7D2A6E721416BD784FC31463B41C7293AFAE1EA214101193A7E97473B416000E1E33BEB2141F0FACCA58E473B41465F415AC2EB21413DB9A6A0C4473B41E0BE0E9C53EC2141B2BCAB22F9473B4154A86E76FAEC2141FF7A851D2F483B41C3D66C5D9EED2141B98C9B3E5D483B41098A1F1B4BEE2141FC5415E28A483B413596B036E4EE214168B0A93BAD483B41CE8B13F7C4EF2141C2137AEDD7483B411B2C9C84B0F021419AB168B2FE483B41E3A4302F61F12141F25D4AD112493B4156BB262437F221414A0A2CF026493B4182AAD18BF5F2214187FE09B233493B41973AC81B27F62141AE635CF959493B4171C806CA2BF62141A0FF1E2C5A493B41B9AAEC4B7412224167EDB62B8D4A3B41821B296BAB132241FF791AE09C4A3B41CC99ED82AF142241ADDEE116AC4A3B4111001C73861522418D4127B8BF4A3B41F624B08157162241FC709058D34A3B4133FB3CD6191722418C497FEBE94A3B4124D236F6E6172241AAB871DB074B3B41041F835DDA1822413868AF262D4B3B41622CD3EFC419224192088D4C5A4B3B4128B85859C21E22416F9F556E694C3B41"
2842,2019,"5","798161","79300500","SANDRA DR","CAPISTRANO DR",4000,"C","F","F","F","F","79","Volusia","5",0,2.431,9,0,59,4.4,3913.0092,"01020000001800000054E57BF6505723418125579DAAC53B411AFA2728B35623415C751DDEA2C63B415801BE639F552341170CAE4D5BC83B41FDDD3B42C554234162484EFAB0C93B418675E36DA2522341D9B27C3D8CCC3B41336B298046512341E3FE23F754CE3B41BF48687B7C4E234109151C5A0AD23B41D3122B2B474C234121787C6725D53B41B610E4D8274B2341BDA8DD67B4D63B41FDF7E0A58648234124986A424FDA3B41043BFE8B42472341E36C3A0E04DC3B41C6DCB5F45C4623418BA6B39F48DD3B4182734624AC4523417D93A69D28DE3B415C5837DE40442341A514740F8BE03B41A708708A9B4323417A1B9B915FE13B41FF3D78ED59402341A3B1F67B8DE53B41CE6E2D8BFA3F23411DE38A9B1AE63B4105FBAF23023F2341E44A3D2FCAE73B41A3570354413E23411555BFCA02E93B4147753A10823C234139B4C81648EB3B41D3DEE043C93923415F28608F4CEF3B4196CB4617DB3823417C48F85A90F03B41D200DEA20C3623417B336ADA16F43B41F7393E029A3523412FDB4E57E4F43B41"
2851,2019,"5","792081","79070003","US 1 / SR 5","SR 44 / PALMETTO ST",1400,"C","F","F","W","F","79","Volusia","5",0,0.125,9,0,99.9,9.5,200.3213,"0102000000020000009FAC189E68C12441268BFBA3CAFF3941DF17970A23C62441C5E40D74CB003A41"
2856,2019,"5","797087","79240500","LPGA BLVD","N/A",16500,"S","F","F","F","2","79","Volusia","5",3.066,3.785,9,0,59,2.9,1156.575,"0102000000070000002B3410CBB81C23410AF5F47569203B41836BEE98701C2341C634D3E1DA203B4151D9B04E6F1B23419ACFB9AB93223B4197AAB47D241B234181D1E5F1AD223B4184D904085C192341717495FAAC253B41595183517517234166321C57BF283B41FB03E52E03142341E4F736AD8B2E3B41"
2873,2019,"5","792053","79110009","SR-472","I-4/SR-400",1200,"C","F","F","W","F","79","Volusia","5",0,0.255,9,0,99.9,4.4,413.6385,"010200000010000000F0DFBCE0748921416F4738A90E9F3941B7990A99718921413579CAB6009F3941E129E48A67892141FBE593F1F19E39418AAF76CC51892141501DABE4DF9E3941CFBEF2502E89214116C3D505CD9E3941D7BD15E1DC882141BF0CC69CBC9E3941FC3905B15D8421410FED631DDB9D3941EEEC2BC7EC8321412D5A8062CC9D394138F7579766832141F5DA6C34CD9D394182018467E082214148197191DD9D394159DDEAC160822141616F62C0F79D3941A06F0B1EF3812141CD73441E239E39418FAA26C09A8121411CEE231F599E39415E4A5D4A598121414D2F3136939E3941F25B743228812141B6680166DA9E3941E750867A0881214155336B5D229F3941"
2889,2019,"5","790530","79100000","RIMA RIDGE RD","N/A",6900,"C","F","F","F","A","79","Volusia","5",21.19,23.287,9.5,0,59,12.1,3374.2032,"01020000001F00000028B85859C21E22416F9F556E694C3B412E3718DAC7372241C1C41F01B9513B416D8D08E6A13F2241842A35E366533B416E6AA0C9D54D22412D3E05746B563B41C3F2E71BFE4E2241E200FA7DA9563B4132039539B34F224125598703CA563B41512D222A55502241FFCA4A0FE2563B4154388204FC50224157772C2EF6563B419599D232C6512241C0CDE2C50B573B41BDFDB9C07C522241FDC1C08718573B41F299EC772A5322412FFD4B661F573B41CF4BC59EC15322418995D15822573B417440123E74542241C2C1DECC24573B41C6884459425522417EC4AFE81E573B410C3CF716EF552241EC17EC0E17573B413C308040BA5622412D09505F06573B41D67267CE705722411F4B1FBAF3563B4166F50EA7175822418EAF3D9BDF563B41874F3AB1B45822413CF4DD11C7563B4114CD03C84E592241DA8EA90FAD563B415EA27AFBE2592241F50EB71F8F563B414B917C0D7E5A2241C8D0B1CF6A563B41D80E4624185B224190C18A0F43563B41F968712EB55B224186E8106C15563B41F339776B475C22410AF48954E5553B41A52DAEE9CB5C224189265034B7553B41DB16656E4F5D22418B170B2F83553B414A456355F35D2241E010AA803D553B410B0C59AD656122414BE999EEB3533B4156D7A1D2166B22416E1970BA664F3B414FCE5024776B22414CFA7BB93D4F3B41"
2905,2019,"5","790510","79190000","HAND AVE","SR-40/W GRANADA BLVD",28500,"C","F","F","F","A","79","Volusia","5",12.945,14.097,9,0,59,5,1855.9141,"010200000012000000DDEBA4FE0747234192E7FA6203583B41253FE24FC3422341F81741136C5C3B4158AA0BF0A73E234158552FA3AD603B4139ECBEE35D3A23417EA7C9241F653B4151A2255716392341F7B1826B73663B41070ABC93C6382341DA571EBCD3663B4123D74D717E382341EA3C2A423B673B4134DAAAFC483823416FB88FC097673B41D6C9191A213823416473D584E7673B410D897B9CFC372341EFC6828E46683B41AFEB179CE03723414DDBBF629E683B41E2E47E2FD23723414417D4FFEE683B4161AA9965CB37234100E319C43E693B41DB368CCACE37234133315D34D9693B41B7990A01E437234141834DD5C36A3B4115E63DA623382341096D39EBE26C3B41F77821AD3E382341D505BC3CF76D3B41E223622A42382341963E74F51C6E3B41"
2909,2019,"5","790368","79080000","SHOPPING CENTER","N/A",16700,"C","F","F","F","A","79","Volusia","5",9.015,13.84,9,0,59,8.4,7760.8941,"01020000001E000000C1FD80AFA37C234116342D1553AD3B410F4757512A782341A9F92AED7FB23B411F2DCE684C7723414E62108094B33B41C823B8B9C9742341DF1797DE85B63B410E6ABF2D69742341209A796A0CB73B418E942DDA10742341AA66D6429EB73B41F6D03E56D7732341CF6BECEA28B83B4160C95524AA732341E8F9D3FAC2B83B413142781C3773234122FAB5412CBB3B41630D17F90B7323415727670CBCBB3B416EDC6226CA7223416556EF784ABC3B41B8CB7E3D60722341B62E352AFFBC3B41F7065FB0EA71234179EBFCCB98BD3B41DEAD2C996C6A2341CF6916ECE6C63B41325871628C69234193A7ACDE00C83B419C53C978E9652341A741D10C57CC3B415F0B7A7FAD6223415342B09238D03B41A7069A57A65D234114B35E903DD63B4128B7ED2320532341AE46766DD2E23B41662E70E16B4D2341E43103F178E93B4156F2B1C3964B23410708E67C9FEB3B413BA6EED26747234191F0BD2B7CF03B416B2C61DD0C432341556CCCCBDAF53B415CE49E4ED1402341C4EE3BFAAEF83B41C77F8140F23A23416FBDA6B7E1FF3B418C6665FB69392341B1DF134BD6013C4150AA7D12C1382341992B83A6A1023C4168CA4E575D3523417C7BD73CC9063C4187156E812D332341567F84459B093C4162D9CCF12B33234186E8103C9D093C41"
2922,2019,"5","790111","79070001","CR-4118/PIONEER TRL","SR-5/DIXIE FWY",12800,"F","F","F","F","1","79","Volusia","5",0.15,0.934,9,0,59,6.6,1276.9801,"01020000000A000000457F681699A224410BD3F7EE3DFB3941AED348FB9DA224414CDD950140FB39411E4E608AA7AD2441F0DDE6F1F6FF39411AC39C403CAE24412C2B4D5A27003A41508F6D11E5AE24418448866050003A41575A46027CB42441D8D8254E8A013A41359886715CB72441B3614D2D30023A41662E70F1EBBD24414E42E9539C033A416F46CD673CBE2441177E70FAAD033A4199B8555041BE24416FD6E009AF033A41"
2926,2019,"5","797086","79240500","INDIGO DR","LPGA BLVD",21500,"S","F","F","F","2","79","Volusia","5",1.154,3.066,9,0,59,7.8,3075.4298,"01020000001B000000C6C03AE6193123418BC1C3505AFA3A418177F239523023412F3542D34BFB3A41F7AFAC1CF82F2341751DAA39B8FB3A417D2590EAA12F23416DAB59AB22FC3A415AF10D8D532F2341FDBCA9B88FFC3A411C244431052F234193A98215FEFC3A410A2DEBBEBA2E23414F3E3D5272FD3A4134F3E422782E2341D769A4DDE7FD3A410724610F3C2E2341E5620C4454FE3A41D57954ACFE2D23411959328BC6FE3A4183C2A00CFA2C2341D6FD631DE7003B4189B2B7CCDC282341BAA3FF395D093B41FD67CD2F7C26234178EE3DC82E0E3B412F6B62F9732423419E9ACB414C123B418C2C993B4D22234137A5BC46A0163B413737A61FB321234100E3193CD1173B412861A6752321234169ACFD0DD9183B41C9E715FFA9202341587380F0AD193B41AAD4EC691620234197C62F0CA81A3B41A1681E28731F234118CC5FEDBC1B3B41E7172570961E23412FA52E892E1D3B4147B071D5131E234135F0A302171E3B41DC9BDFA8AC1D2341800EF309D51E3B4182531F80341D23417D96E7BDA21F3B413579CA52DD1C2341EC51B8762E203B419274CDA4BC1C2341D4D1716963203B412B3410CBB81C23410AF5F47569203B41"
2966,2019,"5","791014","79230000","CR-483/CLYDE MORRIS","N/A",40000,"C","F","F","F","A","79","Volusia","5",1.06,2.326,9,0,59,3.7,2039.6931,"01020000000C000000FA9CBB4D86CC23410DFAD213E5873A41CFA3E2EF8BCC23417D76C039E8873A41575F5DA542CD23411E3526EC3C883A416B63EC8CC8CD2341551344617A883A4123BF7E7842CE2341B2D826D9AA883A41AF0B3F60CDCE2341C8B3CBCFDE883A41BC20224567CF234127D9EAC611893A419F1F46E04BD72341AB2688CEBA8B3A41DB52075129E02341BA13ECC7B58E3A41A1A355F5DDE72341AB92C8D250913A41D671FC88A3F52341F3599E83E8953A41CBA145EEB9F72341475854949C963A41"
2968,2019,"5","792047","79110035","I-4/SR-400 EB","SAXON BLVD WB",6300,"C","F","F","W","F","79","Volusia","5",0,0.247,9,0,99.9,4.4,393.7373,"010200000014000000E1EF17432061214119E42E3273663941D6E07D5D5C6121411C7BF6809F66394124D236E6C1612141CA367017CF6639412C9D0F8F3C622141E99D0A04F4663941A6F0A039B762214195F25AFD0A6739411135D117326321417922885F12673941C3B64531A663214140170D450E673941CC99EDB22A64214178F2E9ADFE6639412ACAA5B9A3642141925B93AEDE66394105DD5E4209652141ACAC6DD6B4663941DF313CE6526521417026A687886639419CC1DF678F652141344DD83253663941919BE126BD652141BD546C2C0A6639413CC0936EC0652141D5264EDEBD653941C823B889A46521417B16844E77653941D2393F7561652141E84F1BA52C6539411F1329FD076521410D54C60FEE643941BD35B05DAA6421418BE07F7BC6643941EF1CCA402D642141ACC612FEA6643941BAC0E5D99D632141DD5ED2488E643941"
2986,2019,"5","797094","79502000","N/A","PROVIDENCE BLVD",26500,"S","F","F","F","2","79","Volusia","5",3.956,4.344,9,0,59,1.9,623.6949,"01020000000D000000EE7A69B2087E2141006F81C8042939418C4B5572507E2141ACE3F8E5042939416825AD781A822141ACE3F8E504293941A1D79FCC98852141D061BEE8002939410ABDFEC4E7852141A3E5408B03293941909E22671F86214166BFEE00112939417E3A1EC37B862141FFB27BEA5129394132E7198301872141EC34D2463A29394104CAA64CA9872141234BE6901D293941E4D9E54358882141E5B33CD3092939410745F3E84F892141BF9D449CFE283941EFC517655A8A2141C21726A3F5283941E3FBE212A48D2141AE47E1C2DC283941"
2999,2019,"5","792061","79110017","SR-44","I-4/SR-400",2700,"C","F","F","W","F","79","Volusia","5",0,0.234,9,0,99.9,9.3,374.4706,"0102000000060000007DEA58157DCD21411041D548C2FB3941490F43F393CC2141FCFD626AF9FE39415707406485CC2141588D257062FF3941CA8CB7ED92CC21415EDA7020B6FF3941A2410A0EC8CC21419EB12F6130003A41C3D32BED0ACD214187DF4DAF7C003A41"
3037,2019,"5","795181","79230000","OAK ST","US1/SR5/S RIDGEWOOD",26500,"C","F","F","F","A","79","Volusia","5",2.956,4.001,9,0,59,2.3,1683.5604,"0102000000210000003ECE34D9CA062441A7203F93EDA03A41CAC342452A082441FD11865932A23A411F2C63039E092441E10CFE1A96A33A41D13FC1D5A40A2441793D98EC9AA43A4139B4C8A6AC0B2441D8EF89C18FA53A41FED30D8C470C24410E4C6E281FA63A4119710178B90C2441F73DEA177DA63A415D89408D220D244176C1E0E2C7A63A41B22C98D8600D2441FCFB8CFBF1A63A41027FF811B80D2441E8F527412AA73A41CE50DC21130E24419AB514D05EA73A41965CC5DA9C0E24414D6A68E3A7A73A41AC014ADBE610244121CD58CCE0A83A4154A86E6E211624419FAA42AFA7AB3A41452DCD55AB1624410873BB43E6AB3A4198DBBDFC3B1724415760C8DA1BAC3A4135B6D72AA717244182A8FB743CAC3A41B9895AD22B182441B01EF72D61AC3A41EB522374D718244117D9CEE785AC3A4183F6EA938D192441ADFA5CA1A7AC3A41D5B320F4451A24417B32FF3CC5AC3A419ED15695F41A244118E945B9D8AC3A41641EF9B3B01B2441B471C416E8AC3A41670C739A8120244187A581A353AD3A41693BA6F64E212441F6B2ED2061AD3A41B421FF940C222441DB34B6BF69AD3A416728EE78B12224414791B5FE6EAD3A41C7BAB8DD48232441728923BF6CAD3A4131957E3A13242441BA826D0066AD3A418D9603A58C242441D9B111A065AD3A4172C284892525244170067F9F68AD3A41F2D24D52CB252441EA961D9272AD3A415F7B6629F9252441F81A823B75AD3A41"
3039,2019,"5","792062","79110073","I-4","SR-44",1200,"C","F","F","W","F","79","Volusia","5",0,0.637,9.5,0,99.9,9.3,1026.6494,"01020000001B000000B743C32A51CA21415D16135F0B003A41529E791176C92141F54C2F518FFF39411364046C1AC82141C2BE9D44CAFE39412312852EFBC52141726BD2E984FD3941A471A84FD3C321411B65FD9E35FC39415A2DB06F53C22141A54FAB7050FB3941A983BC9E61BF214129CC7B748DF93941CCB73ED4FABE2141D82D02EB5BF93941FD851E91A9BE2141179E97163EF939418578247655BE21413BA8C46D26F9394150FEEE45D7BD21416286C6570CF939419D81913765BD21417A6CCBD000F93941CAC34205F8BC2141C72FBC5AFBF839411FD8F1777DBC21417D40A063FEF83941EC3191DAFCBB214163F030210BF939413E5DDDF185BB2141C0AF91F820F939416090F4A923BB214116342D4D3FF93941F836FD51CDBA2141832F4CDE69F939415722506D89BA2141BF7CB2469AF939417F8461A862BA2141C2137A95C6F93941C59272AF43BA214138A3E60300FA3941C59272AF43BA214158E542A138FA3941AC72A1D257BA21414F03061171FA3941635E472487BA21412921587DA9FA3941EA3C2A4ECCBA214196B3770EDDFA3941F642012B1BBB2141D74E941002FB3941BEDBBC0199BB2141BDFC4E6B30FB3941"
3053,2019,"5","790486","79110000","SR-44","N/A",66500,"F","F","F","F","1","79","Volusia","5",14.14,24.761,9,0,59,15.7,17092.546,"010200000027000000B954A50540C42141F29881FE82FB394191F128351EC5214103B5189808FC3941B8CB7E6D3DC721416E85B0D649FD3941E23B31A337CD2141FF3EE352DE003A416A32E37DADD921417C293C7866083A41CF126424C1DF21410C570708F60B3A4162DA37F715E22141F870C9C9650D3A412A1E17857CE5214139ED29356D0F3A4168588CEAA5E7214191477003C1103A416C5B94B1F2EA2141D00CE24399123A41ACC77D9BA8EF21416D91B43730153A41EFFFE354FEF12141D99942778A163A41F8DD743B1BF52141BFF220E96C183A41EA95B274CEFC21416765FBD8631D3A4171CB477A840D2241D4997BCC6C273A41A931213E2D152241E6AC4FC9F52B3A41A6D24FF8DF27224113B8755737373A416075E400EB2D224184807CF5983A3A41E84A048AD93122416F63B33FC53C3A41317E1ACF353622419BCAA2C4623F3A4122365808E93D2241B5FE96E861443A41D13DEBCA7C532241A1F31A0B57513A41FB58C1CF4A61224185E97B2189593A41D47C95B41F642241C2887DFA495B3A41C97729553A6A2241FC71FB1DF25E3A4181936D18826E224196B4E2C35C613A41DFA7AA806B7222412B6D71917D633A41EF3CF184CD762241E44D7E0F12663A4134492CA96B782241821B29F30D673A419BE8F399E27C2241B3EBDE42036A3A41A8C30AEF48802241496936E3246C3A413677F4473BAA22413E0455F33E853A41B0C56EAF34AE224166C05992A0873A417A56D25245D02241D6E1E8E6049C3A414145D5EF7AD72241E4F90CB855A03A419FAD83D34CDA224180D8D22FD7A13A41DB6E825794DB22413F1F65C067A23A41E3E0D2891CDC22414356B792A8A23A417D5C1BA2C1DD2241BC1FB7E361A33A41"
3066,2019,"5","790518","79190000","SR-40/W GRANADA BLVD","TOMOKA OAKS BLVD",25500,"F","F","F","F","F","79","Volusia","5",14.097,15.228,9,0,59,3.3,1822.1625,"010200000017000000E223622A42382341963E74F51C6E3B410E6ABF8543382341425DA4A02B6E3B41ED82C1ED4E3823413DD4B605AB6E3B419AEE7542743823415801BE2738703B414F95EF81783823415186AACCA1703B41374F75905638234109151CCECB703B4182FE42179C382341051A6C5AB0733B411E15FF0F9B3823419CC3B5365C743B410454389A86382341BCCFF1F9E5743B417C2C7D9859382341ED82C1BD7E753B41DCD78163F73723415C397B9B39763B41484E26FE7D372341B22E6E03E0763B410BD0B66AFC362341ABD040A472773B41118B18364A362341FD497C0A2B783B4189230FE4FE352341095053E779783B41D7C1C11E0D3623417FD93DB598783B41F17F4784A82F234154FD4ABF427F3B415F251FEB5F2F234126FF93A3617F3B41A087DA96EE2C2341A0FD4845F7813B416C425AF3542C234156293DC7AB823B4111548DEEFB2B2341B54FC71B41833B41FF756E6ACF2B2341F81917E6D8833B413CDA3872CE2B2341FCE07C2A0D843B41"
3070,2019,"5","790533","79100000","LAKE COUNTY LINE","N/A",8700,"C","F","F","F","A","79","Volusia","5",0,0.855,9.5,0,59,11.5,1375.7554,"01020000000A00000094F6063FB9DF1D416744690FEFD13A415BB6D6476BE61D419BAE2796CFD23A4103D028DDB3E91D41F7B182AF33D33A4106137F2450ED1D416D3656A281D33A412B14E96E3CF11D41FF9595AEB3D33A41F8C5A5DA2B061E419C14E6CDA0D43A4109336D0F38131E4118CE359838D53A419B012EB88B181E41A96A82CC60D53A41DD0C3700411E1E4139EFFF277FD53A419983A0C32E241E41B3EDB4F584D53A41"
3076,2019,"5","798163","79300502","LYNNHURST DR","SANDRA DR",3800,"C","F","F","F","F","79","Volusia","5",0,1.328,9,0,59,4.4,2135.9853,"01020000000C000000DA01D7259D692341EAB12D73E0AB3B412F4FE71AF568234133C2DBAF1CAD3B41E3A7718F8C672341B20DDC05C4AF3B4157B1F83D1A67234133A660118DB03B412D5F97B9C86523416F675F0D54B23B41B073D3EEFD632341F3E32F69AEB43B416F0F42B028632341643DB5D6CAB53B41857AFAD066602341520DFB8995B93B4101A60C2C4B5E234182AE7DA572BC3B41B1BFEC8E9D5B23415D6F9BA501C03B41A2258F6F3858234183FB013F5EC43B4154E57BF6505723418125579DAAC53B41"
3106,2019,"5","795105","79080000","US-1/SR-5","BEACH ST",23000,"F","F","F","F","F","79","Volusia","5",0,0.23,9,0,59,4.4,369.9936,"01020000000600000041118BF875CD234147AD301D9A0D3B4198FC4F9EA0CD2341EE08A7E5A30D3B413D0D180C82D123415DDC46BF870E3B4151BB5F85DBD52341E294B98D8F0F3B41DDEBA43E03D623411AA88CF7980F3B41894336D00DD623415A10CA679C0F3B41"
3111,2019,"5","797046","79220501","BILL FRANCE BLVD","CLYDE MORRIS BLVD",15700,"C","F","F","F","A","79","Volusia","5",0,0.797,9,0,59,4.5,1282.4638,"01020000000D000000BB473657774D2341145AD69D9F0B3B418201843FA54D2341611C5CAA9E0B3B4178B7B28CE44F23417097FD3A940B3B41F4C0C7585451234144C18C51900B3B416A696EFDF951234103EACD88950B3B41724D819492522341611C5CAA9E0B3B41938AC6EA54532341A94D9CECB00B3B4116FC36FC04542341FD9FC3E0D00B3B419EB5DBB6C4542341DDB1D85AF70B3B413D2AFEFFAD5923412026E16A1F0D3B418EAED24DF75923419EB47065490D3B41F10EF09C68692341B9E17733E5103B419CC58BB5B26B2341BCB1A04874113B41"
3113,2019,"5","790025","79120000","SEMINOLE CO LINE","CR-4162/DOYLE RD",24000,"C","F","F","F","A","79","Volusia","5",0,4.746,9.5,0,59,9.4,7637.4612,"01020000003500000011E0F4FEADF32141C80C548AECC538413D282825B2FC2141041DAD2E55CE38414A0C020B6EFD2141D5B14AB1E9CE384147AF06781FFE2141A48E8ED75FCF38416E861B50C9FE21411C295BA8C0CF3841A569507C80FF214193FC885F1DD038411B4AEDB599002241F12F822A95D0384112DC4829CC0122414DBF4430FED038416C98A141E80222416E68CA6A4FD138411DE6CB732804224102840F159AD138416C0A647E7A05224194FB1DFAD5D1384166C0595A460A2241A1A014BDA4D238417F83F6B2D40B22418AE601E4FAD23841B43A397B4C0D2241747B49CF5FD33841246074B9E60E22410B2AAA86DCD33841520DFB4D5E2B2241A0C03BA9E4DC3841601E32FDD72C22419B5AB6AE65DD38412A1C413A032E2241CD94D6EFD7DD3841C097C2231E2F2241CB10C7CA57DE38412EFF21EDFF2F224182C476AFC8DE38413FFF3D58BE3022418BC404E527DF3841BD378630FF37224182566054D3E33841849ECD4A16432241E3512A51E8EA38416FA0C0E3484622418BFF3B6AE9EC3841DE0374E7A44A2241F6ECB99094EF38411C40BF87F74B2241C022BFA265F03841D540F339754F22411A1879D9CAF23841B281742148522241F23FF9A7B3F438412CD670098C532241CFF8BEE8A2F53841632B68F239552241FA9B507806F73841A088450C24562241651C2349CAF73841C617EDF1C8562241E63E39B246F838414B5CC7187B57224102F566F4BDF83841DE21C5703D582241CDCB612738F93841E08618178B5E22412174D079F1FC384175CDE48B75612241DFC3252BABFE3841F29716C52B652241B8408242E20039419082A75028652241312768CB040139418FFCC130E8682241CE1610723B033941FC506904446C224154707899390539413752B6B0F46C22412C2977F7AA05394159F96588676D22412B4EB526FE05394144FAED33046E2241460BD0868B063941666666AEDD6F2241037976498208394150FEEEC5287022414963B4AAE5083941BB44F5D650702241EEB5A0EB25093941637AC26A8B7022411F4DF53091093941617138E3C17022413412A1DD0C0A3941B476DB0DCA7022410FEF397C2B0A3941EB538EB9FF702241ED45B421410A3941DAC9E00026712241F339770BD80A39418FFAEBE52B712241DBC188119E0B394142EDB7B61B712241840D4F93530D3941"
